order_id,order_date,region,city,channel,segment,category,subcategory,payment_method,quantity,unit_price,discount_rate,distance_km,weight_kg,promised_delivery_days,actual_delivery_days,returned,customer_satisfaction,shipping_cost,cogs,payment_fee,net_sales,profit,staff_id,customer_id
ORD-9SNXPG61,2024-03-09,Nakuru,Naivasha,Retail,SME,Fashion,Men,M-Pesa,3,3191.16,0.113,47.4,2.33,2,2,0,4.49,194.85,4874.21,42.44,8487.63,3376.12,S-3WJI8V,C-T60RT09X
ORD-Q1L0AOBW,2025-04-07,Nakuru,Naivasha,Retail,Corporate,Electronics,Computers,Bank Transfer,6,79539.55,0.202,21.2,1.3,1,2,0,4.49,118.05,247982.88,1141.97,380655.72,131412.81,S-SR1BLK,C-T2JCV2L0
ORD-HSXYT9XE,2024-11-27,Eldoret,Langas,Retail,Consumer,Electronics,Smartphones,M-Pesa,3,48755.46,0.149,3.7,6.96,2,2,0,4.58,115.83,83380.37,622.26,124451.89,40333.44,S-87B9YQ,C-8TT7LWW5
ORD-YGCC3CZ1,2025-07-04,Nairobi,Westlands,Agent,Consumer,Building Materials,Paint,Cash on Delivery,2,1143.95,0.044,12.1,9.08,4,6,0,,440.24,1632.45,0.0,2186.39,113.7,S-420ZU0,C-6JMJI4QO
ORD-0U1BW3ES,2024-02-05,Kisumu,,Agent,Consumer,Electronics,Computers,M-Pesa,1,74500.74,0.241,24.3,6.7,4,5,0,3.32,479.5,41013.83,282.68,56535.23,14759.23,S-KI9DBA,C-Z4OYSJX6
ORD-6STWGV11,2025-03-27,Nairobi,,Online,Consumer,Electronics,TVs,Bank Transfer,1,62617.01,0.5812801920225353,22.8,5.39,2,1,0,4.79,439.7,40883.78,170.03,56675.63,15182.13,,C-W7E6SUZF
ORD-YFCFWQB2,2024-04-22,Nakuru,Molo,Retail,SME,Fashion,Women,M-Pesa,1,3569.76,0.044,36.9,5.4,0,2,0,4.28,191.0,1933.37,17.07,3414.21,1272.77,S-N7Q60E,C-MKZ38003
ORD-KONDJ8JC,2024-11-02,Nakuru,Bahati,Agent,Consumer,Grocery,Beverages,M-Pesa,4,161.17,0.154,6.2,4.34,1,3,0,3.57,292.04,426.41,2.73,545.1,-176.08,S-MTIB2D,C-C0IJCT4V
ORD-BY8BQS3R,2024-09-08,Kisumu,Kondele,Retail,SME,Fashion,Kids,M-Pesa,5,1787.6,0.206,7.9,2.23,1,1,0,4.9,90.49,4074.62,35.47,7093.64,2893.06,S-Q02C9W,C-WSXHWZN0
ORD-90CLKB3E,2024-05-17,Nairobi,Embakasi,Retail,Consumer,Home & Office,Furniture,M-Pesa,4,16812.76,0.178,26.5,11.43,0,1,0,3.71,210.04,36705.79,276.51,55302.88,18110.53,S-4T4X5S,C-9PQ0PD4Q
ORD-1D0FU8EP,2024-01-04,Nairobi,Embakasi,Retail,Consumer,Grocery,Dairy,M-Pesa,8,187.81,0.292,29.3,3.54,0,2,1,2.73,156.67,784.95,5.32,1064.03,-1003.58,S-DP5RBR,C-S4MXMOLK
ORD-TEVX3QDU,2024-05-22,Mombasa,Changamwe,Agent,SME,Electronics,Computers,M-Pesa,3,68524.88,0.027,68.2,1.06,3,3,0,3.73,685.01,141182.29,1000.03,200005.42,57138.09,S-H28G1R,C-BKUJQDT1
ORD-MWZU6ONU,2025-08-11,Mombasa,Kisauni,Retail,SME,Grocery,Dry Goods,Card,8,508.89,0.095,30.2,2.92,1,2,0,4.89,154.21,2747.28,81.03,3683.12,700.61,S-E4UU05,C-769EDAXZ
ORD-JMYP8B3P,2024-03-12,Kisumu,Kondele,Retail,SME,Grocery,Dairy,Cash on Delivery,12,185.08,0.35,48.0,5.31,2,1,0,4.9,219.34,1067.48,0.0,1443.6,156.78,S-SSCE37,C-3KRTCHZH
ORD-Z7TNGOW6,2025-08-03,Kisumu,Milimani,Online,SME,Fashion,Men,Card,5,2650.18,0.35,41.5,4.26,1,2,0,3.78,555.01,4766.81,189.49,8613.08,3101.77,,C-GXPY872L
ORD-G9D5QC3T,2025-04-06,Kisumu,Milimani,Online,SME,Grocery,Fresh Produce,M-Pesa,3,268.87,0.095,4.8,5.19,2,2,0,4.65,300.49,547.28,3.65,729.69,-121.73,,C-ST14EPFQ
ORD-EI1BA97A,2024-12-07,Kisumu,Kondele,Agent,Consumer,Home & Office,Cleaning,Cash on Delivery,4,1102.9,0.063,29.1,2.94,1,2,0,,432.97,2903.59,0.0,4132.98,796.42,S-7N4ISC,C-AAENTHXN
ORD-1FV67TH8,2024-07-21,Eldoret,Kapsoya,Retail,Consumer,Electronics,Computers,Bank Transfer,5,67115.41,0.115,52.7,2.17,0,1,1,3.34,207.57,204316.36,890.48,296828.11,-112527.8,S-Z98A2X,C-5KPWQ2XA
ORD-WSL6GQ0S,2025-02-25,Nairobi,Kasarani,Online,SME,GROCERY,Fresh Produce,M-Pesa,11,258.52,0.193,36.9,8.08,2,3,0,2.86,604.34,1732.7,11.47,2293.51,-54.99,,C-1IDWFCFV
ORD-NZZG4AW0,2024-04-19,Nakuru,Molo,Retail,Consumer,Fashion,Footwear,Cash on Delivery,5,3139.72,0.131,57.3,3.76,0,0,0,5.0,231.85,7723.39,0.0,13638.23,5682.99,S-Q853RO,C-COA5IH3U
ORD-2NN65GV7,2025-05-03,Nairobi,,Online,SME,Home & Office,Stationery,Cash on Delivery,1,785.42,0.21,8.7,4.82,1,2,0,3.85,321.03,416.02,0.0,620.83,-116.22,,C-H63Q9A3E
ORD-20PBT3IT,2025-09-05,Mombasa,,Online,SME,Grocery,Beverages,M-Pesa,6,207.78,0.137,14.4,2.69,2,4,0,3.47,317.53,833.85,5.38,1076.4,-80.36,,C-53E9M6P3
ORD-MIN836SC,2025-10-31,Kisumu,Milimani,Retail,Consumer,Grocery,Dry Goods,M-Pesa,9,632.64,0.168,24.3,1.11,0,0,0,4.58,124.84,3799.64,23.67,4734.61,786.46,S-F0MJN1,C-W5QY7ATT
ORD-KAW7TSC2,2025-12-17,Mombasa,Kisauni,Retail,Consumer,Home & Office,Furniture,M-Pesa,4,19012.24,0.128,66.7,,0,0,0,4.88,250.85,45454.49,331.74,66347.09,20310.02,S-CQCJYZ,C-ULONM63W
ORD-6Y8WAWEA,2024-11-11,Nakuru,Naivasha,Agent,Consumer,Building Materials,Paint,Cash on Delivery,3,1115.6,0.221,1.0,6.93,1,2,0,3.51,309.96,1961.88,0.0,2607.06,335.21,S-O6ITFM,C-WHP19G9Z
ORD-JS9CDGZN,2024-12-14,Nakuru,Bahati,Online,SME,Home & Office,Cleaning,M-Pesa,2,857.76,0.246,40.0,12.26,2,1,0,2.71,719.82,875.91,6.47,1294.01,-308.19,,C-IKCH6KUK
ORD-QRKTA3PW,2024-11-17,Nakuru,Bahati,Online,Consumer,Grocery,Beverages,M-Pesa,5,159.01,0.069,18.0,2.65,4,10,0,2.61,343.5,593.21,3.7,739.96,-200.45,,C-DM9SZVJU
ORD-KTXO7IS6,2025-07-11,Kisumu,Milimani,Retail,Consumer,Electronics,Smartphones,M-Pesa,2,64136.72,0.288,21.5,2.12,2,3,0,4.35,125.17,64805.28,456.77,91353.97,25966.75,S-PJBM3O,C-MZAZOZOI
ORD-BUOMXAVR,2024-02-03,Kisumu,Kondele,Retail,Consumer,Fashion,Men,Card,3,3053.56,0.103,48.8,2.26,0,1,0,3.67,198.14,4398.29,180.79,8217.81,3440.58,S-WXFE57,C-UWQIL0TT
ORD-WOFNMVBF,2024-08-09,Nairobi,CBD,Online,Consumer,Grocery,Dairy,M-Pesa,7,209.68,0.231,3.5,0.95,1,2,0,3.79,196.85,867.75,5.64,1128.16,57.92,,C-Z7Q0TS0X
ORD-JZ3YN66Q,2024-10-24,Nakuru,Bahati,Retail,Corporate,Grocery,Dairy,Card,5,183.09,0.124,16.1,3.22,0,0,0,5.0,119.44,611.27,17.65,802.25,53.89,S-7Z7H8D,C-QZDH1UTT
ORD-A5URZ3NB,2024-10-30,Nakuru,Naivasha,Retail,Consumer,Fashion,Kids,M-Pesa,4,2499.4,0.101,36.0,1.01,2,2,0,4.3,154.7,5234.29,44.93,8986.02,3552.11,S-6QQY24,C-W6BMFIZX
ORD-ETC6VXIZ,2024-07-02,Kisumu,Manyatta,Retail,SME,ELECTRONICS,Smartphones,M-Pesa,5,50652.13,0.26,30.8,10.11,0,3,0,,211.28,121685.49,937.34,187467.74,64633.63,S-FVI2D5,C-RVUTGYAF
ORD-T2B567EJ,2025-12-20,Nakuru,Bahati,Agent,Consumer,Building Materials,Tiles,M-Pesa,-1,1469.38,0.128,33.4,6.44,3,4,0,3.31,541.98,913.13,6.4,1280.77,-180.74,S-QUSPRW,C-252GZFV3
ORD-LRVYTXGF,2024-04-13,Nairobi,Embakasi,Online,Consumer,Home & Office,Stationery,Bank Transfer,3,534.54,0.087,17.5,,1,3,0,3.29,334.0,909.82,4.39,1464.73,216.51,,C-3YRP6ZUM
ORD-W35NE4L1,2024-05-22,Eldoret,Kapsoya,Retail,Consumer,Electronics,Accessories,M-Pesa,2,3581.0,0.073,29.0,6.71,1,0,0,4.39,180.2,4698.15,33.2,6639.87,1728.31,S-931LVB,C-1C5DMTPH
ORD-G1J2MKQF,2025-07-09,Nakuru,Molo,Online,Consumer,Home & Office,Cleaning,Card,5,1255.21,0.228,42.2,10.77,4,5,0,3.88,703.61,2931.21,106.59,4844.93,1103.53,,C-CKL5IYI8
ORD-1K2BR65G,2024-05-18,Nairobi,CBD,Online,SME,Fashion,Men,Card,5,2384.65,0.231,8.6,0.81,4,5,0,4.16,232.01,5342.94,201.82,9173.44,3396.67,,C-B2YET035
ORD-SHJOG5Z8,2025-04-21,Nakuru,Molo,Online,Consumer,Electronics,Computers,Cash on Delivery,3,79321.58,0.164,27.5,3.9,1,3,0,3.2,441.63,138230.8,0.0,199052.24,60379.81,,C-9SGCT7QH
ORD-6J19JH8O,2024-10-20,Eldoret,Pioneer,Online,Consumer,Grocery,Beverages,M-Pesa,7,144.23,0.056,18.3,,1,0,0,3.83,334.3,764.99,4.76,952.6,-151.45,,C-MMS4E7EO
ORD-P5D0X1UJ,2024-12-03,Eldoret,Pioneer,Agent,SME,Grocery,Beverages,Cash on Delivery,7,136.87,0.194,13.2,1.59,1,5,0,3.18,283.63,581.66,0.0,772.28,-93.01,S-A0ZWPI,C-Q2BVVGDV
ORD-AONAH3RE,2024-07-14,Eldoret,,Agent,Consumer,Grocery,Fresh Produce,M-Pesa,2,202.88,0.096,18.1,6.27,2,4,0,3.59,423.84,300.28,1.83,366.67,-359.28,S-I5YJG1,C-B2YET035
ORD-H2SRD3CK,2025-01-28,Kisumu,Manyatta,Online,SME,Home & Office,Appliances,M-Pesa,2,30798.53,0.198,8.8,2.44,4,7,0,3.29,269.44,30764.43,246.86,49371.0,18090.27,,C-LQPWTX3O
ORD-8VTC8JNU,2024-05-22,Mombasa,Kisauni,Online,Consumer,Electronics,Accessories,M-Pesa,2,3251.34,0.128,24.1,3.29,4,5,0,4.26,403.05,4083.03,28.37,5673.06,1158.61,,C-S5897PUM
ORD-VDAH8OSD,2025-07-02,Nakuru,Naivasha,Retail,Corporate,Grocery,Beverages,Bank Transfer,21,186.22,0.317,51.3,4.73,0,2,0,3.45,223.62,2146.95,8.02,2672.43,293.85,S-BXSW1Y,C-2ZCHYCRQ
ORD-DFK8CULJ,2025-10-10,Kisumu,Manyatta,Online,SME,Fashion,Kids,Cash on Delivery,5,2329.82,0.316,43.6,4.49,2,3,0,3.29,575.99,4770.33,0.0,7964.61,2618.29,,C-Z9DKRT47
ORD-LANROVZW,2025-11-24,Eldoret,Kapsoya,Retail,Consumer,Home & Office,Furniture,Bank Transfer,3,23866.53,0.086,13.0,6.87,2,2,0,5.0,139.65,41668.77,196.29,65429.29,23424.59,S-CFQRPQ,C-ATIO1A1F
ORD-5RG796EE,2025-09-19,Eldoret,Pioneer,Agent,SME,Grocery,Dairy,Cash on Delivery,11,240.58,0.056,19.2,10.5,3,3,0,4.94,525.22,1890.66,0.0,2499.41,83.54,S-H4PHG6,C-BFDRZNVD
ORD-99049BS4,2024-02-07,Nakuru,Molo,Retail,Consumer,Building Materials,Paint,M-Pesa,2,1082.55,0.159,17.5,3.5,0,1,0,4.06,125.45,1309.14,9.1,1820.81,377.11,S-UH0USU,C-Y3TBF67M
ORD-L4CIR3ZV,2025-12-17,Eldoret,Pioneer,Agent,Corporate,Grocery,Dairy,M-Pesa,23,193.68,0.072,70.7,2.77,3,4,0,3.92,740.8,3085.38,20.66,4131.95,285.11,S-J8F0IB,C-PY4AWFUX
ORD-0TDP2FW9,2025-03-28,Eldoret,Langas,Retail,SME,Home & Office,Cleaning,M-Pesa,3,1015.05,0.027,53.2,9.37,2,3,0,,264.23,1848.59,14.81,2961.78,834.15,S-9R5G7K,C-YS3DYWVN
ORD-N0TY2HWO,2025-07-08,Nairobi,Lang'ata,Online,Consumer,Fashion,Women,M-Pesa,2,2938.68,0.119,8.3,4.49,2,1,1,3.45,310.86,3059.58,25.88,5175.2,-2487.2,,C-3H6JZ6KP
ORD-D5102BVF,2025-01-27,Kisumu,Manyatta,Agent,Consumer,Home & Office,Appliances,,4,25247.2,0.161,23.0,8.39,4,5,0,3.65,507.07,52883.16,423.65,84730.65,30916.76,S-13TNTL,C-TOZBTC7X
ORD-7ROL4ZN8,2025-10-22,Nairobi,Westlands,Online,Corporate,Home & Office,Cleaning,Bank Transfer,10,1069.1,0.274,10.2,11.14,1,3,0,4.78,471.24,5136.1,23.28,7760.01,2129.39,,C-6W009CER
ORD-0C5JXMSD,2025-07-03,Mombasa,Changamwe,Retail,Consumer,Electronics,Accessories,M-Pesa,5,4299.01,0.041,10.6,1.39,0,0,0,4.23,90.96,13863.33,103.11,20621.13,6563.73,S-3VFT48,C-OKRWOOVA
ORD-49YJAFF0,2025-04-20,Nakuru,Lanet,Retail,SME,Grocery,Dry Goods,M-Pesa,3,558.65,0.176,11.8,6.25,2,2,0,,131.54,1089.72,6.9,1380.61,152.44,S-WQP7UY,C-Z5BCGYWC
ORD-GRKWYRHL,2024-10-25,Eldoret,Pioneer,Online,SME,Fashion,Footwear,M-Pesa,1,2911.71,0.26,6.7,1.32,2,3,0,4.07,229.45,1178.46,10.78,2155.05,736.36,,C-DKB7RXB1
ORD-GAN9Z8UM,2025-06-10,Eldoret,Kapsoya,Agent,Consumer,Electronics,Accessories,M-Pesa,2,3450.11,0.113,16.5,2.63,3,3,0,4.74,331.23,3953.31,30.61,6122.63,1807.47,S-UQ9E0I,C-QZ8YDE5R
ORD-2UVMIJXI,2024-12-24,Eldoret,Kapsoya,Online,SME,Electronics,TVs,M-Pesa,2,71034.79,0.061,29.5,3.82,3,3,0,4.42,455.41,86181.7,667.12,133424.72,46120.48,,C-0II4B75T
ORD-CZG31MYG,2025-04-06,Nakuru,Molo,Agent,Consumer,Home & Office,Appliances,M-Pesa,1,26377.09,0.095,6.3,3.93,4,6,0,3.47,283.9,16023.2,119.31,23862.27,7435.86,S-BIV72G,C-2R8H0Z3Y
ORD-2QI0AZJC,2025-11-14,Kisumu,Kondele,Online,Consumer,Grocery,Dairy,Cash on Delivery,5,240.93,0.203,113.8,3.22,2,5,0,2.91,1074.67,733.7,0.0,960.65,-847.73,,C-JN12RGIE
ORD-LW4HPZ6Q,2024-05-04,Nairobi,Westlands,Online,Corporate,Grocery,Beverages,Bank Transfer,14,186.97,0.275,29.1,4.44,4,4,0,4.08,466.22,1453.34,5.69,1897.01,-28.24,,C-8HG09W92
ORD-OYA3F9YX,2025-12-05,Nakuru,Molo,Retail,Corporate,Grocery,Dry Goods,M-Pesa,14,513.65,0.178,15.4,2.92,2,4,0,4.0,115.37,4591.84,29.54,5907.54,1170.8,S-JJE27L,C-MWPGSMOB
ORD-ZQMUIA5Q,2024-03-09,Kisumu,Milimani,Retail,SME,Grocery,Beverages,Bank Transfer,6,157.5,0.104,26.7,6.15,0,0,0,4.14,169.85,625.38,2.54,846.64,48.88,S-AS3X5Z,C-OPMRBG3M
ORD-TD16BJ4T,2025-07-26,Kisumu,Milimani,Online,SME,Building Materials,Cement,M-Pesa,5,990.84,0.299,33.9,5.74,2,2,0,4.1,530.35,2409.83,17.37,3474.34,516.79,,C-QH09GU7L
ORD-JGUG8N9S,2025-07-10,Nairobi,CBD,Retail,Consumer,Fashion,Kids,Bank Transfer,3,1967.55,0.242,12.7,4.4,1,1,0,4.56,119.73,2475.46,13.43,4476.6,1867.98,S-Y9TOII,C-HEFT7ZZV
ORD-02FEU4HQ,2025-09-16,Mombasa,Nyali,Online,Consumer,Fashion,Men,M-Pesa,1,4155.61,0.173,19.3,2.27,4,4,0,4.16,344.47,1996.01,17.18,3435.5,1077.84,,C-ESISB9D2
ORD-Y21EP4QY,2024-03-22,Kisumu,Milimani,Retail,SME,Grocery,Beverages,Cash on Delivery,6,163.61,0.054,12.9,5.18,1,1,0,,126.16,723.23,0.0,928.95,79.55,S-JD3WRE,C-BX6Z6WCI
ORD-X75VXMVD,2025-08-08,Eldoret,Langas,Retail,Consumer,Grocery,Fresh Produce,Cash on Delivery,2,279.77,0.184,,,2,2,0,4.43,129.88,368.15,0.0,456.44,-41.58,S-2THDF9,C-MC9958ML
ORD-GZFUVJGA,2024-12-29,Nairobi,CBD,Retail,Consumer,Building Materials,Cement,M-Pesa,1,836.14,0.245,19.3,11.0,1,0,0,4.9,187.74,447.39,3.15,630.97,-7.31,S-N4QOR9,C-C7KBBHA4
ORD-5HIOY9EF,2025-04-09,Mombasa,Changamwe,Online,SME,GROCERY,Fresh Produce,Cash on Delivery,2,241.97,0.135,63.3,1.84,1,1,0,4.68,664.92,338.95,0.0,418.75,-585.12,,C-4MLER1JN
ORD-TO6MO6GA,2024-08-22,Nairobi,Westlands,Retail,Consumer,Electronics,TVs,M-Pesa,1,56665.98,0.077,68.2,10.14,0,2,0,3.59,309.61,35147.99,261.65,52330.76,16611.51,S-3YB7CN,C-1DCI7NBI
ORD-SDU3Y6EA,2025-06-23,Nakuru,Lanet,Online,Consumer,Home & Office,Appliances,M-Pesa,5,31575.33,0.112,34.0,6.77,2,2,0,4.36,554.34,84915.47,700.6,140120.82,53950.41,,C-L0Y4DCIX
ORD-MV74FX73,2024-06-29,Nairobi,Westlands,Retail,SME,Fashion,Women,M-Pesa,4,2909.4,0.08,14.6,2.04,1,3,0,4.46,106.51,6241.21,53.54,10707.48,4306.22,S-ED0WVN,C-TVDKA66E
ORD-CHQJ4VOG,2025-05-15,Nairobi,CBD,Retail,SME,Grocery,Fresh Produce,M-Pesa,6,258.51,0.014,56.3,1.32,1,3,0,3.76,210.37,1219.79,7.64,1529.0,91.19,S-8EUIJS,C-9BW6V1IW
ORD-S8RFLJCH,2024-07-29,Nakuru,Lanet,Online,Consumer,Electronics,Accessories,Card,4,2956.76,0.092,67.8,5.47,1,1,0,4.33,778.62,7841.89,236.18,10735.39,1878.7,,C-EI4CLAF0
ORD-6YUDSPCR,2025-04-30,Kisumu,Manyatta,Online,Consumer,Building Materials,Cement,M-Pesa,1,955.81,0.291,62.9,5.64,2,4,0,3.97,746.26,470.8,3.39,677.51,-542.93,,C-5QU9Y4V3
ORD-8UZ8RQAJ,2025-07-28,Nairobi,CBD,Online,SME,Electronics,Computers,,1,86234.83,0.132,7.7,6.1,1,1,0,4.7,342.14,55163.95,374.07,74813.06,18932.9,,C-HLGQPQMZ
ORD-YLD7ZXF0,2025-08-21,Nakuru,Lanet,Online,SME,Fashion,Women,M-Pesa,4,4053.98,0.115,20.2,6.13,2,2,1,3.55,436.34,8687.52,71.76,14352.64,-1113.07,,C-DAAD78GY
ORD-SMFVMMAL,2024-09-27,Nairobi,Kasarani,Online,Consumer,Home & Office,Stationery,M-Pesa,2,749.96,0.229,10.9,5.23,3,3,0,4.11,347.07,756.34,5.78,1156.9,47.7,,C-LKW5TF5T
ORD-MGD6JL4E,2024-09-24,Kisumu,Kondele,Online,SME,Home & Office,Cleaning,M-Pesa,4,1049.61,0.291,8.9,5.15,1,3,0,3.36,330.13,1914.29,14.89,2978.49,719.17,,C-6DL3ZWPE
ORD-WXSG264P,2024-03-19,Nakuru,Molo,Online,Consumer,Home & Office,Cleaning,M-Pesa,1,1077.65,0.232,35.9,9.09,2,4,0,3.85,619.28,527.23,4.14,827.82,-322.82,,C-C49JFPRA
ORD-9JO9YBV4,2025-01-03,Eldoret,Pioneer,Online,Consumer,Grocery,Dry Goods,M-Pesa,15,358.62,0.076,29.8,4.82,1,1,0,,479.4,3904.8,24.86,4971.48,562.42,,C-733OT3LM
ORD-L35NXKER,2024-07-13,Nakuru,Bahati,Retail,SME,Grocery,Dairy,M-Pesa,6,221.15,0.082,12.0,11.03,1,4,0,3.41,169.07,987.97,6.09,1217.62,54.49,S-9OI0EV,C-CUU1B7DN
ORD-MLJVHWSP,2024-12-09,Nakuru,Lanet,Retail,Consumer,Home & Office,Appliances,M-Pesa,3,25025.02,0.058,31.6,11.35,0,0,0,4.69,222.95,47016.82,353.68,70735.77,23142.32,S-36Y3H2,C-Z8D31C5D
ORD-6UGBE0BI,2025-04-22,Mombasa,Changamwe,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,13,279.02,0.044,85.7,1.18,1,2,0,,286.71,2656.56,17.34,3468.76,508.14,S-TNIBTM,C-2GRMUGJK
ORD-QE1GLMXT,2024-06-12,Nairobi,Embakasi,Online,Consumer,Home & Office,Furniture,M-Pesa,5,19053.98,0.141,21.9,6.06,1,2,0,4.13,447.36,56597.02,409.08,81815.24,24361.79,,C-8JY0LVDI
ORD-GBK75JZV,2025-11-10,Kisumu,Kondele,Retail,Consumer,BUILDING MATERIALS,Tiles,Bank Transfer,3,1545.19,0.159,46.2,3.74,1,1,0,4.9,202.54,2739.94,11.69,3896.74,942.57,S-5AERFR,C-AU3KSJYN
ORD-6B655GUL,2024-01-21,Eldoret,Kapsoya,Retail,Consumer,Electronics,Computers,Cash on Delivery,3,72808.34,0.104,68.0,2.16,1,1,0,4.37,247.58,138265.97,0.0,195744.44,57230.89,S-X93T6M,C-6V62FUE7
ORD-MTY9NBOM,2025-08-08,Eldoret,Langas,Online,SME,FASHION,Kids,Card,1,1966.67,0.35,21.7,1.27,2,2,0,3.98,340.93,719.28,28.12,1278.34,190.0,,C-5SZTTH0S
ORD-L42GKEGV,2024-03-20,Eldoret,Pioneer,Agent,Corporate,Home & Office,Furniture,Cash on Delivery,9,22073.13,0.35,54.3,4.88,2,3,0,3.8,664.79,85038.33,0.0,129127.84,43424.71,S-ANO17H,C-ZHHLE05D
ORD-AWYREPA6,2025-07-09,Eldoret,Pioneer,Retail,Corporate,Electronics,Accessories,Card,14,4384.56,0.109,47.5,1.96,2,2,0,4.11,192.15,38908.4,1202.85,54675.01,14371.61,S-UWM11D,C-UGVF3G31
ORD-LEV4TW7K,2024-02-29,Eldoret,Langas,Retail,Consumer,Building Materials,Steel,M-Pesa,1,1433.19,0.025,47.7,22.48,2,2,0,4.74,350.74,1062.53,6.99,1397.84,-22.41,S-5E64NR,C-SNKWOU27
ORD-LOVLO590,2024-07-28,Kisumu,Manyatta,Online,Consumer,Electronics,Accessories,M-Pesa,1,4049.04,0.195,1.2,1.94,3,1,0,,201.41,2202.48,16.29,3258.4,838.21,,C-RE1BEKEO
ORD-UEATPKMO,2025-07-02,Eldoret,Langas,Agent,Consumer,Fashion,Footwear,M-Pesa,4,3640.53,0.3797648775980242,22.6,,3,3,0,4.6,373.44,7931.16,68.67,13734.33,5361.05,S-BZL5VR,C-J5CGCQHZ
ORD-1X6PSAHV,2025-11-15,Kisumu,Kondele,Agent,Consumer,Grocery,Fresh Produce,Cash on Delivery,2,327.67,0.058,22.8,2.12,4,5,0,3.62,367.31,476.61,0.0,617.62,-226.3,S-YPY5EF,C-SKLFZ76J
ORD-TIDDZR8Y,2024-05-07,Kisumu,Milimani,Retail,Consumer,Home & Office,Furniture,M-Pesa,2,20004.16,0.121,22.5,6.49,2,3,0,3.96,161.46,23787.54,175.91,35182.59,11057.67,S-YZMP8K,C-2NYYIKXJ
ORD-38BT81X6,2025-08-31,Nairobi,Kasarani,Online,Consumer,Grocery,Beverages,M-Pesa,5,159.47,0.274,86.1,1.73,2,0,0,3.45,833.91,451.57,2.9,579.01,-709.36,,C-Z8V2VA0Z
ORD-2L3LQFYP,2025-05-02,Kisumu,Manyatta,Retail,SME,Fashion,Kids,M-Pesa,1,2402.57,0.069,12.7,3.98,0,0,0,4.7,116.41,1412.9,11.18,2235.69,695.19,S-0L2JC9,C-PCDHKQJF
ORD-LHZIZ2O0,2024-10-08,Kisumu,Milimani,Online,SME,Building Materials,Tiles,M-Pesa,1,1241.36,0.254,33.3,4.0,2,4,0,4.1,487.62,676.01,4.63,926.31,-241.95,,C-MFOKD7W4
ORD-UUWYXEDY,2025-05-08,Eldoret,Langas,Retail,Consumer,BUILDING MATERIALS,Paint,M-Pesa,5,953.46,0.141,43.6,6.77,2,3,0,4.07,218.99,2990.99,20.47,4094.92,864.46,S-WQ05UR,C-N8F9L3TE
ORD-RMRMT81N,2025-07-14,Nakuru,,Retail,SME,Fashion,Men,Bank Transfer,2,3670.18,0.172,30.4,3.65,0,0,0,4.82,160.3,3936.73,18.24,6080.92,1965.64,S-M0FGDU,C-UVLG7Q96
ORD-CQGO0XMB,2024-05-05,Eldoret,Kapsoya,Agent,SME,Fashion,Men,Cash on Delivery,3,2765.26,0.101,33.4,6.59,4,4,1,3.22,545.43,4500.02,0.0,7460.93,-4482.16,S-Q5DFWL,C-ZCMSLNBT
ORD-A3G12W9I,2024-11-13,Kisumu,Milimani,Online,SME,Home & Office,Furniture,M-Pesa,1,19132.89,0.223,24.0,8.2,2,4,0,3.53,510.13,9534.24,74.37,14874.6,4755.85,,C-GGC9KLRM
ORD-00KZQD2I,2025-08-23,Nakuru,Molo,Retail,Consumer,Building Materials,Steel,Bank Transfer,1,1667.99,0.253,45.4,5.0,1,6,0,2.86,210.07,876.52,3.74,1245.54,155.22,S-8U3QS5,C-VXXU5RMF
ORD-MYWWE0WP,2025-03-22,Mombasa,Kisauni,Retail,Consumer,Home & Office,Stationery,M-Pesa,3,947.73,0.108,44.5,11.25,2,2,0,4.65,255.86,1681.04,12.67,2534.95,585.38,S-UQ1XUS,C-UHBBNKLJ
ORD-7K9YMWJE,2025-01-27,Kisumu,Milimani,Retail,Corporate,Electronics,TVs,M-Pesa,3,80515.31,0.21,3.5,3.34,1,1,0,5.0,87.34,126913.81,954.27,190853.91,62898.5,S-VV62BS,C-AA1X0S5P
ORD-69LYJU0S,2024-10-21,Kisumu,Kondele,Retail,Consumer,Electronics,TVs,M-Pesa,3,58424.59,0.274,56.4,1.41,2,1,0,3.63,211.56,83682.67,636.61,127322.67,42791.83,S-FB938N,C-70W0QWAW
ORD-FTI1UTXL,2025-01-20,Nakuru,Lanet,Online,SME,Grocery,Dry Goods,M-Pesa,15,509.3,0.218,27.5,4.39,4,3,0,4.57,453.15,4626.26,29.86,5971.32,862.06,,C-GTUNED3F
ORD-03QIRKX6,2025-07-01,Eldoret,Langas,Retail,Consumer,Electronics,Smartphones,M-Pesa,4,53621.13,0.223,31.7,2.72,0,3,0,3.47,156.58,117571.51,832.92,166584.39,48023.38,S-7ST0DQ,C-SFTWR56T
ORD-UDDLE4Q9,2024-06-13,Kisumu,Milimani,Agent,Consumer,Grocery,Dry Goods,Cash on Delivery,3,451.38,0.13,36.5,1.2,4,6,0,3.47,450.08,867.8,0.0,1177.92,-139.97,S-RV7175,C-RIJ5D8RH
ORD-RS70FR43,2024-12-26,Nakuru,Bahati,Retail,Consumer,Building Materials,Paint,Card,2,1126.62,0.311,15.4,2.91,1,3,0,4.06,115.46,1091.8,34.16,1552.83,311.4,S-ZI1QMZ,C-2OZCX3RC
